id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_sekolah,npsn,status_sekolah,alamat_sekolah
1,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201210,CIBINONG,32.01.01,CIBINONG,SLB NEGERI BOGOR,20230406,NEGERI,JL. RAYA PEMDA KARADENAN (BELAKANG SMKN) CIBINONG
2,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201210,CIBINONG,32.01.01,CIBINONG,SLB MEKAR SARI 1,20271748,SWASTA,JL. MESJID AL-BALIYAH RT 06/12 PABUARAN - CIBINONG
3,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,32.01.07,CILEUNGSI,SLB BINA SEJAHTERA,20230408,SWASTA,JL. CIGAROGOL RT 08/03
4,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,32.01.14,LEUWILIANG,SLB ABC TUNAS KASIH 1,20230410,SWASTA,JL. RAYA KAREHKEL NO. 9 RT.01/08
5,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201300,PARUNG PANJANG,32.01.20,PARUNG PANJANG,SLB AYAH BUNDA,20230407,SWASTA,ANGGUR RAYA NO.5/6 PERUMNAS II PARUNG PANJANG
6,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201110,CISARUA,32.01.25,CISARUA,SLB AL-FAJRI,69733313,SWASTA,KP.CIDOKOM
7,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202210,CIBADAK,32.02.11,CIBADAK,SLB NEGERI HANDAYANI,20253129,NEGERI,JL. RAYA KARANGTENGAH NO. 126
8,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,32.02.16,CICURUG,SLB AL-ROSYADIYAH,20258235,SWASTA,JL. SILIWANGI KP. BANGKONGREANG GG. RODA RT : 03 RW : 04
9,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202110,PALABUHANRATU,32.02.01,PALABUHANRATU,SLB NEGERI MUTIARA BAHARI MANDIRI,20202315,NEGERI,JL. PELITA NO. 99 CIPATUGURAN
10,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,32.02.29,CISAAT,SLB PGRI CISAAT,57580344,SWASTA,JL. RAYA CISAAT NO 131
11,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202170,SUKARAJA,32.02.33,SUKARAJA,SLB ABC PURNA BHAKTI PERTIWI,20258155,SWASTA,JL. GENTONG PASIR NO. 03 RT. 001 RW. 001
12,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202030,SURADE,32.02.24,SURADE,SLB NEGERI SURADE,20258252,NEGERI,JL. LAPANG LODAYA SETRA SURADE
13,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202240,CIDAHU,32.02.17,CIDAHU,SLB ABC ANUGRAH,20275994,SWASTA,JAYABAKTI KEC. CIDAHU
14,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202190,KADUDAMPIT,32.02.30,KADUDAMPIT,SLB BAKTI PERTIWI,20258142,SWASTA,JL. SITU GUNUNG KM. 05
15,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202173,SUKALARANG,32.02.36,SUKALARANG,SLB Sukalarang,69962157,SWASTA,JL. RAYA SUKABUMI CIANJUR RT 03 RW 04
16,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202221,CIAMBAR,32.02.47,CIAMBAR,SLB PGRI CIAMBAR,69760680,SWASTA,JL. CIAMBAR KM 05 PASIR ANGIN
17,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202160,GEGER BITUNG,32.02.40,GEGERBITUNG,SLB PGRI GEGERBITUNG,69830651,SWASTA,KP. NANGOH
18,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203200,CIANJUR,32.03.01,CIANJUR,SLB A-B BINA ASIH,20271063,SWASTA,JL SURYA KENCANA NO 11
19,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203200,CIANJUR,32.03.01,CIANJUR,SLB-C BINA ASIH,20269403,SWASTA,JL SURYAKENCANA NO 11
20,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,32.03.07,KARANGTENGAH,SLB ABC BINA BANGSA,20254693,SWASTA,JL NANGKA KAVLING RT 02 RW 05 PERUMNAS
21,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203140,CILAKU,32.03.04,CILAKU,SLB AL-AZAMI,20267754,SWASTA,JL KH A SUJA`I KM 9
22,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203221,CIPANAS,32.03.28,CIPANAS,SLB BC PURNAMA,20268247,SWASTA,JL PAHLAWAN LANDBOUW SINDANGSARI CIPANAS CIANJUR
23,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203220,PACET,32.03.10,PACET,SLB Loka Mandiri,70029783,SWASTA,KP. CIGUNTUR RT. 006 RW. 003
24,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203170,CIRANJANG,32.03.05,CIRANJANG,SLB PERMATA CIRANJANG,20258237,SWASTA,JL. KAUM KALER RT 01 RW 15
25,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203161,HAURWANGI,32.03.31,HAURWANGI,SLB CAHAYA GEMILANG PERTIWI,20256464,SWASTA,KP. PARABON RT. 01/04
26,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203090,SUKANAGARA,32.03.14,SUKANAGARA,SLB NEGERI SUKANAGARA,20267753,NEGERI,JL RAYA SUKANAGARA
27,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204140,BALEENDAH,32.04.32,BALEENDAH,SLB G YBMU BALEENDAH,20259623,SWASTA,JL. KIASTRA MANGGALA NO. 06 BALEENDAH
28,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204110,RANCAEKEK,32.04.28,RANCAEKEK,SLB BC MULTAHADA,20258494,SWASTA,JL RAYA RANCAEKEK KM 23 BELAKANG SMP PGRI
29,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204110,RANCAEKEK,32.04.28,RANCAEKEK,SLB BINA KARYA,20258462,SWASTA,JL.CIKIJING RT. 02 RW 10
30,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204110,RANCAEKEK,32.04.28,RANCAEKEK,SLB YAPMI RANCAEKEK,20258498,SWASTA,JL. ANGGREK MAGEWI NO. 4 BRK
31,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204130,CIPARAY,32.04.29,CIPARAY,SLB ABCD MUHAMMADIYAH CIPARAY,20258472,SWASTA,JL. PAPAKSERANG RW 03 RW 08
32,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204130,CIPARAY,32.04.29,CIPARAY,SLB IBNU SINA,20259594,SWASTA,JL. RAYA PACET NO.114
33,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204130,CIPARAY,32.04.29,CIPARAY,SLB NURUL MAJID,69940514,SWASTA,KP. PASIR LEUTIK RT 02/11
34,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204130,CIPARAY,32.04.29,CIPARAY,SLB SATRIA GALDIN,20258490,SWASTA,KP. LOA KERAK RT.03 RW.04
35,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204290,CILEUNYI,32.04.05,CILEUNYI,SLB NEGERI CILEUNYI,20259613,NEGERI,JL. PANDANWANGI CIBIRU INDAH III
36,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204290,CILEUNYI,32.04.05,CILEUNYI,SLB AUTISMA BUNDA BENING SELAKSHAHATI,69945088,SWASTA,KP. CIBIRUBEET HILIR RT 05/13
37,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204290,CILEUNYI,32.04.05,CILEUNYI,SLB BC PUTRA 45,20259619,SWASTA,JL. KP NYALINDUNG RT 05 RW 09 CILEUNYI
38,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204120,MAJALAYA,32.04.33,MAJALAYA,SLB ABC YKS II,20258475,SWASTA,JL.TUGU PAHLAWAN KONDANG
39,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204120,MAJALAYA,32.04.33,MAJALAYA,SLB BC YKS I MAJALAYA,20258479,SWASTA,JL. WANGISAGARA
40,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204080,PASEH,32.04.35,PASEH,SLB AL HIDAYAH,69981047,SWASTA,KP. BARU RT002/005 MEKARPAWITAN BANDUNG
41,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204080,PASEH,32.04.35,PASEH,SLB RIFALIANA,69983825,SWASTA,KAMPUNG CURUG RT002/005 SUKAMANTRI
42,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204160,BANJARAN,32.04.13,BANJARAN,SLB BC YPLAB BANJARAN,20258464,SWASTA,JL. SINDANG PANON
43,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204040,PANGALENGAN,32.04.15,PANGALENGAN,SLB AL FAJAR,20258482,SWASTA,JL. PASIRMULYA RT. 02 RW.12
44,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204100,CICALENGKA,32.04.25,CICALENGKA,SLB A YPKR,20259592,SWASTA,JL.RAYA TIMUR NO 364 KACA-KACA WETAN
45,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204100,CICALENGKA,32.04.25,CICALENGKA,SLB BCD YPKR,20258468,SWASTA,JL.HM.SHODIKIN 14 A
46,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204100,CICALENGKA,32.04.25,CICALENGKA,SLBS PUTRA BERLIAN,69786716,SWASTA,KP. CISEUPANG RT 03 RW 11
47,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204260,MARGAHAYU,32.04.09,MARGAHAYU,SLB ANGKASA LANUD SULAIMAN,20258477,SWASTA,JL. OTTER BLOK C NO. 1 LANUD SULAIMAN
48,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204260,MARGAHAYU,32.04.09,MARGAHAYU,SLB BC NUFTAH HIDAYAH,20258478,SWASTA,JL. MAWAR NO 16 RT 01/14
49,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204260,MARGAHAYU,32.04.09,MARGAHAYU,SLB BINTANG HARAPAN,20268462,SWASTA,KOMPLEK KOPO PERMAI II BLOK 9A NO 6
50,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204260,MARGAHAYU,32.04.09,MARGAHAYU,SLB NURVITA,20259616,SWASTA,JL.SUKALUYU RT 04/13
51,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204180,KATAPANG,32.04.11,KATAPANG,SLB SABILULUNGAN,20268473,SWASTA,KP. SINDANGSARI RT 04 RW 14
52,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204180,KATAPANG,32.04.11,KATAPANG,SLB YKS 3,20258492,SWASTA,JL.KATAPANG WETAN NO 02 RT 02/06
53,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204190,SOREANG,32.04.37,SOREANG,SLB NEGERI CINTA ASIH,20258497,NEGERI,JL. NYALINDUNG NO 91
54,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204190,SOREANG,32.04.37,SOREANG,SLB BC ROUDHOTUL ZANNAH,20259621,SWASTA,JL. TERUSAN KOPO KM.15
55,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204150,ARJASARI,32.04.16,ARJASARI,SLB RAFAHA,69912939,SWASTA,JL. KANANGASARI RT 04/06
56,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204270,DAYEUHKOLOT,32.04.12,DAYEUHKOLOT,SLB NURUL IMAN,20258486,SWASTA,KOMPLEK PASIGARAN DAYEUHKOLOT
57,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204250,MARGAASIH,32.04.10,MARGAASIH,SLB DARUL MAARIF,20258480,SWASTA,JL MAHMUD NO 26 DESA RAHAYU
58,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204250,MARGAASIH,32.04.10,MARGAASIH,SLB HASRAT MULIA,20258484,SWASTA,JL. JATI TIMUR D14 NO. 4 KOMPLEK MARGAASIH
59,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204280,BOJONGSOANG,32.04.08,BOJONGSOANG,SLB ABC NITA KARYA,20258465,SWASTA,JL.INSPEKSI CITARUM CIGEBAR
60,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204280,BOJONGSOANG,32.04.08,BOJONGSOANG,SLB HIDAYAH DREAMABLE,70038324,SWASTA,KP. CIBISORO RT. 02 RW. 16
61,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204070,IBUN,32.04.36,IBUN,SLB BUNDA PERTIWI INDONESIA,69939603,SWASTA,JL. BEBEDAHAN PASIR ANGIN RT 01/04
62,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,32.04.06,CIMENYAN,SLB ABCD ASYIFA,20258471,SWASTA,JL TERUSAN LIGAR RAYA NO. 28
63,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,32.04.06,CIMENYAN,SLB BCD PUTERA MANDIRI,22059620,SWASTA,JL. MARS DIRGAHAYU NO.15 RT.02/22
64,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204121,SOLOKAN JERUK,32.04.34,SOLOKANJERUK,SLB AULIA,20258495,SWASTA,JLN RAYA SAPAN MAJALAYA KP TAWANGHEMAN RT 03 RW 08
65,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204191,KUTAWARINGIN,32.04.46,KUTAWARINGIN,SLB ADHITYA SOREANG,20821002,SWASTA,JL RAYA SOREANG-CIPATIK KM 3
66,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204020,PASIRJAMBU,32.04.38,PASIRJAMBU,SLB PGRI PASIRJAMBU,20259617,SWASTA,JL SETATSION BATU REOK PASIR JAMBU
67,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204030,CIMAUNG,32.04.17,CIMAUNG,SLB AL FITHRI,20258470,SWASTA,JL. RAYA PANGALENGAN KM. 26
68,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204030,CIMAUNG,32.04.17,CIMAUNG,SLB MIFTAHUL FALAH,20259611,SWASTA,KP. BABAKAN CIANJUR RT 01/01
69,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204170,PAMEUNGPEUK,32.04.14,PAMEUNGPEUK,SLB BC YPNI PAMEUNGPEUK,20259604,SWASTA,JL. RAYA BANJARAN NO.501 KP.BOJONGPULUS RT 02/09
70,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204101,NAGREG,32.04.26,NAGREG,SLB PELITA BANGSA,20259618,SWASTA,JL. PENDIDIKAN BLOK GAMBLUNG I RT.01 RW.02
71,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204161,CANGKUANG,32.04.44,CANGKUANG,SLB BC AL HUDA,20258466,SWASTA,PERUM BUMI PARAHYANGAN KENCANA
72,32,JAWA BARAT,3205,KABUPATEN GARUT,3205140,CILAWU,32.05.19,CILAWU,SLB AL HASYEMI,69929696,SWASTA,KP. CIPAGEUR RT 02/04
73,32,JAWA BARAT,3205,KABUPATEN GARUT,3205310,MALANGBONG,32.05.14,MALANGBONG,SLB AT TURMUDZI I MALANGBONG,20258239,SWASTA,CIKARAG
74,32,JAWA BARAT,3205,KABUPATEN GARUT,3205310,MALANGBONG,32.05.14,MALANGBONG,SLB AT TURMUDZI II,20258241,SWASTA,JALAN RAYA BARAT CIBARES
75,32,JAWA BARAT,3205,KABUPATEN GARUT,3205200,KARANGPAWITAN,32.05.02,KARANGPAWITAN,SLB AL FALAH JAYA,69956456,SWASTA,JALAN GODOG KP. CARINGIN
76,32,JAWA BARAT,3205,KABUPATEN GARUT,3205200,KARANGPAWITAN,32.05.02,KARANGPAWITAN,SLB MUHAMMADIYAH KARANGPAWITAN,20258195,SWASTA,JL. RAYA KARANGPAWITAN BELAKANG 267
77,32,JAWA BARAT,3205,KABUPATEN GARUT,3205290,BLUBUR LIMBANGAN,32.05.38,BL. LIMBANGAN,SLB AL-HASANI LIMBANGAN,69953764,SWASTA,KP. DUNGUSWIRU RT 01 RW 04
78,32,JAWA BARAT,3205,KABUPATEN GARUT,3205290,BLUBUR LIMBANGAN,32.05.38,BL. LIMBANGAN,SLB BC YGP BL LIMBANGAN,20258233,SWASTA,JL DALEM KASEP BLK POS GIRO
79,32,JAWA BARAT,3205,KABUPATEN GARUT,3205150,BAYONGBONG,32.05.17,BAYONGBONG,SLB MUHAMMADIYAH BAYONGBONG GARUT,20258194,SWASTA,JL. RAYA BAYONGBONG NO 45 B
80,32,JAWA BARAT,3205,KABUPATEN GARUT,3205170,SAMARANG,32.05.07,SAMARANG,SLB BC AL BARKAH,20258193,SWASTA,JL RAYA SAMARANG NO 6
81,32,JAWA BARAT,3205,KABUPATEN GARUT,3205182,TAROGONG KALER,32.05.04,TAROGONG KALER,SLB AL MASDUKI TAROGONG KALER,20258203,SWASTA,JL. KH. MASDUKI KP. PASAWAHAN
82,32,JAWA BARAT,3205,KABUPATEN GARUT,3205160,CISURUPAN,32.05.20,CISURUPAN,SLB AT-TAQWA,20258199,SWASTA,JL. RAYA CIDATAR NO. 29
83,32,JAWA BARAT,3205,KABUPATEN GARUT,3205120,CIKAJANG,32.05.22,CIKAJANG,SLB MADHANI,69949239,SWASTA,KP. KESER RT 05 RW 03
84,32,JAWA BARAT,3205,KABUPATEN GARUT,3205030,BUNGBULANG,32.05.31,BUNGBULANG,SLBS PUTRA HANJUANG,69786400,SWASTA,KP. BARUKALIKI
85,32,JAWA BARAT,3205,KABUPATEN GARUT,3205280,KADUNGORA,32.05.10,KADUNGORA,SLB SYIARUL MUSLIMIN,69888870,SWASTA,JL. CIKEMBULAN KP. CIKIJING RT 03/08
86,32,JAWA BARAT,3205,KABUPATEN GARUT,3205280,KADUNGORA,32.05.10,KADUNGORA,SLB-C PUSPA MENTARI,20258172,SWASTA,JLN. MANDALAWANGI NO 28
87,32,JAWA BARAT,3205,KABUPATEN GARUT,3205230,BANYURESMI,32.05.06,BANYURESMI,SLB BC BINA MANDIRI,20258161,SWASTA,JL IRIWARDI NO. 21
88,32,JAWA BARAT,3205,KABUPATEN GARUT,3205240,LELES,32.05.09,LELES,SLB C BINA GRAHITA LELES,20258167,SWASTA,JL RAYA LELES KM 13 PROYEK I
89,32,JAWA BARAT,3205,KABUPATEN GARUT,3205260,CIBATU,32.05.12,CIBATU,SLB BC YGP CIBATU,20258243,SWASTA,JL.ARIEF RAHMAN HAKIM
90,32,JAWA BARAT,3205,KABUPATEN GARUT,3205171,PASIRWANGI,32.05.08,PASIRWANGI,SLB ABCD MAHMUD MAHMUDAH,69956526,SWASTA,JLN. RAYA PASIRWANGI RT. 01 RW. 05
91,32,JAWA BARAT,3205,KABUPATEN GARUT,3205220,SUKAWENING,32.05.15,SUKAWENING,SLB ANNAJAAT,20258240,SWASTA,JL PONPES SUMURSARI
92,32,JAWA BARAT,3205,KABUPATEN GARUT,3205300,SELAAWI,32.05.39,SELAAWI,SLB BC YGP SELAAWI GARUT,20258236,SWASTA,JL RAYA SELAAWI
93,32,JAWA BARAT,3205,KABUPATEN GARUT,3205261,KERSAMANAH,32.05.13,KERSAMANAH,SLB BC KURNIA,20258242,SWASTA,JL. RAYA KURNIA
94,32,JAWA BARAT,3205,KABUPATEN GARUT,3205261,KERSAMANAH,32.05.13,KERSAMANAH,SLB Langit Sunda,69956457,SWASTA,KP. CINANGKA KULON RT. 04 RW. 02
95,32,JAWA BARAT,3205,KABUPATEN GARUT,3205070,PAMEUNGPEUK,32.05.27,PAMEUNGPEUK,SLB B/C NURUL INSANI,20258197,SWASTA,"JL. MIRAMARE KM 1,5 KOMPLEK PERUM WANIKARI"
96,32,JAWA BARAT,3205,KABUPATEN GARUT,3205250,LEUWIGOONG,32.05.11,LEUWIGOONG,SLB AL-GHIFARI,20258238,SWASTA,JL RAYA CIBIUK LEUWIGOONG
97,32,JAWA BARAT,3205,KABUPATEN GARUT,3205110,SINGAJAYA,32.05.24,SINGAJAYA,SLB YAYASAN CAHAYA AL FURQON,20276137,SWASTA,KAMPUNG BABAKAN POJOK
